PULocationID,trips,revenue,avg_revenue,avg_fare_per_mile,avg_duration_per_mile,avg_tip_rate,Zone,Borough
126,265,8096.76,30.55381132075472,69.44643666984834,72.96037702052948,0.008400668444523541,Hunts Point,Bronx
127,353,11355.5,32.168555240793204,40.64580612509052,26.883140896641322,0.014897274165524364,Inwood,Manhattan
128,25,915.3199999999999,36.6128,4.932028097096541,4.0520688483766145,0.1203777225832506,Inwood Hill Park,Manhattan
129,1815,63413.59,34.9386170798898,95.7871189948967,20.67019039404532,0.05075883520816017,Jackson Heights,Queens
130,1936,64755.08,33.44787190082645,24.924534713337017,19.010836312453428,0.021282150963230526,Jamaica,Queens
131,315,10715.789999999999,34.01838095238095,34.10735500825466,26.53108988356653,0.005006557504896925,Jamaica Estates,Queens
132,134237,10860418.66,80.90480761637998,17.86628848545284,2.7372861707374363,0.14300043108940005,JFK Airport,Queens
133,403,11955.38,29.66595533498759,50.03310980298887,41.900908639139516,0.007500617510329394,Kensington,Brooklyn
134,593,26772.98,45.148364249578414,195.27147633011904,10.22455417245528,0.0444491018341006,Kew Gardens,Queens
135,283,9270.19,32.75685512367491,11.98379781867684,8.491596042176862,0.009583789557534311,Kew Gardens Hills,Queens
136,248,8476.98,34.181370967741934,5.720835258737951,5.946790117212944,0.0048650566548650255,Kingsbridge Heights,Bronx
137,36002,788744.16,21.908342869840567,16.918534795219482,13.615688657316953,0.18800144238177297,Kips Bay,Manhattan
138,85929,6605779.98,76.87486157176274,16.14526630516237,2.8784836753956564,0.21897859030050676,LaGuardia Airport,Queens
139,212,8368.869999999999,39.475801886792446,4.60985956454988,4.283653291587976,0.0,Laurelton,Queens
140,70441,1575097.1,22.360515892732927,14.7557220367816,11.597003361653677,0.20283395496407317,Lenox Hill East,Manhattan
141,77123,1535446.79,19.909064611075813,13.32808312860821,9.643639304651623,0.2155926999889109,Lenox Hill West,Manhattan
142,104944,2271205.59,21.64207186690044,10.60187884946287,7.660562614806634,0.22493722170365496,Lincoln Square East,Manhattan
143,35847,755203.09,21.06740006137194,15.002538129169164,10.275821953851732,0.19869527409425428,Lincoln Square West,Manhattan
144,33859,792967.95,23.419709678372072,15.219775441484865,11.272600661798108,0.17884408076376102,Little Italy/NoLiTa,Manhattan
145,2406,91296.42,37.94531172069826,35.60399263435525,21.57305277353511,0.06178151318227059,Long Island City/Hunters Point,Queens
146,1522,40458.39,26.582385019710905,31.271259261715837,18.405852295932895,0.08192063769053591,Long Island City/Queens Plaza,Queens
147,204,6418.42,31.462843137254904,8.669917790944908,6.168083460797885,0.0011715294794801148,Longwood,Bronx
148,33983,831225.59,24.4600414913339,12.743912587087685,7.921877216141252,0.16828576928606853,Lower East Side,Manhattan
149,251,7548.88,30.075219123505978,9.352918901479713,7.650389922503022,0.0040671803949739365,Madison,Brooklyn
150,121,3918.61,32.38520661157025,21.35314810413073,11.203415827206149,0.006935851876690493,Manhattan Beach,Brooklyn
151,24997,516611.29,20.666931631795816,15.255597961639765,10.741974917630552,0.1837668212707337,Manhattan Valley,Manhattan
152,2213,50928.31,23.01324446452779,27.1715982040448,21.469587331502197,0.06685303258926965,Manhattanville,Manhattan
153,54,1572.8,29.125925925925927,5.555524088946767,5.239284391257093,0.004956977179199401,Marble Hill,Manhattan
154,45,1419.88,31.55288888888889,26.116006766194975,3.26819976331973,0.019923386991951526,Marine Park/Floyd Bennett Field,Brooklyn
155,518,16158.789999999999,31.194575289575287,16.242618909858507,7.149283733299654,0.009134219417838001,Marine Park/Mill Basin,Brooklyn
156,3,225.97,75.32333333333334,2.5102314247825084,2.468943894640489,0.0,Mariners Harbor,Staten Island
157,683,27215.66,39.84723279648609,19.939361714083645,4.783914527729983,0.08638135673714935,Maspeth,Queens
158,30637,735928.06,24.020891732219212,14.280116667641744,10.722642286040829,0.18149959536632126,Meatpacking/West Village West,Manhattan
159,582,16262.99,27.94328178694158,30.11649525778214,29.31691480730415,0.00911382235448632,Melrose South,Bronx
160,332,10707.41,32.25123493975904,16.918475139188207,4.695075618301364,0.019285277777623663,Middle Village,Queens
161,159945,3833198.19,23.96572690612398,14.37988003716487,11.270581330352154,0.21665579502533605,Midtown Center,Manhattan
162,111665,2636293.89,23.608954372453322,13.121396912910653,10.322827348760546,0.22506723368670323,Midtown East,Manhattan
163,90785,2196509.17,24.194626535220575,14.092710780147291,9.514594728651085,0.21995006983726564,Midtown North,Manhattan
164,70266,1655288.13,23.557454956878146,16.10997266888306,11.95737986410349,0.20643411293297795,Midtown South,Manhattan
165,494,13935.17,28.208846153846153,11.02117097320339,12.03583336701901,0.002917302708101855,Midwood,Brooklyn
166,14297,324589.92,22.703358746590194,23.640742740131092,17.63418081321958,0.15740859795386702,Morningside Heights,Manhattan
167,430,12938.13,30.08867441860465,10.182269549614466,15.190861136139803,0.002151014839758335,Morrisania/Melrose,Bronx
168,1122,31923.11,28.451969696969698,38.237568048337444,28.421563289070313,0.008912449374136495,Mott Haven/Port Morris,Bronx
169,374,11762.41,31.450294117647058,35.43162839689989,12.719336918359216,0.0016700713928068387,Mount Hope,Bronx
170,88907,2051088.76,23.070048027714353,15.647105364720325,11.675629468521025,0.2096495690844536,Murray Hill,Manhattan
171,146,4722.8,32.347945205479455,40.80685295835623,27.864901132767546,0.007349658748048978,Murray Hill-Queens,Queens
172,11,373.76,33.97818181818182,3.4203576970068785,2.9133982095672195,0.0,New Dorp/Midland Beach,Staten Island
173,278,7939.94,28.56093525179856,8.45171073666838,7.3615612340722505,0.005993614691784089,North Corona,Queens
174,251,9268.39,36.925856573705175,57.31648851370492,43.09862979548494,0.00035257201283362126,Norwood,Bronx
175,111,4322.56,38.94198198198198,13.924334127063512,10.907849720162083,0.00992461475351606,Oakland Gardens,Queens
176,2,122.46000000000001,61.230000000000004,3.694017947011959,2.2411658165151183,0.2112219451371571,Oakwood,Staten Island
177,1011,30815.67,30.480385756676554,20.585688501915875,17.481538675626116,0.006138458616277587,Ocean Hill,Brooklyn
178,113,2881.56,25.500530973451326,6.963035887044438,7.877555966732253,0.002622091117666339,Ocean Parkway South,Brooklyn
179,1129,31965.75,28.313330380868024,10.92329504039543,8.987099722466132,0.03968963588690433,Old Astoria,Queens
180,264,7441.55,28.187689393939394,47.08462203431717,7.7889636017870485,0.006460340390291994,Ozone Park,Queens
181,1846,52163.33,28.257491874322863,30.6708771830252,25.759174493828166,0.04871001381829212,Park Slope,Brooklyn
182,535,18797.45,35.13542056074766,10.641279496940586,11.244217913258794,0.0014116172292335531,Parkchester,Bronx
183,98,3711.1,37.868367346938776,4.261138984559865,4.302165586481302,0.002140603875619649,Pelham Bay,Bronx
184,14,375.21000000000004,26.80071428571429,4.16100547536959,3.524342583849169,0.0,Pelham Bay Park,Bronx
185,190,6049.54,31.839684210526315,12.945654304435777,11.580168242729915,0.0023331322504648493,Pelham Parkway,Bronx
186,112983,2710303.77,23.988598019171025,11.676049421475676,9.458669679843696,0.21458202935624945,Penn Station/Madison Sq West,Manhattan
187,2,113.61,56.805,28.843354430379744,7.640417072379098,0.0,Port Richmond,Staten Island
188,1797,50591.97,28.15357262103506,25.37160966553039,24.053410003765553,0.008097758784730758,Prospect-Lefferts Gardens,Brooklyn
189,644,18329.92,28.46260869565217,41.492073486762244,39.326090062451875,0.06275244744252075,Prospect Heights,Brooklyn
190,75,2042.85,27.238,30.168726733670738,28.833723522555058,0.040102048477055015,Prospect Park,Brooklyn
191,396,14163.81,35.76719696969697,6.260422147967827,4.3525995114978615,0.0016016820914210677,Queens Village,Queens
192,117,3466.2799999999997,29.626324786324783,12.910447692260295,4.931878788347062,0.004514288070409224,Queensboro Hill,Queens
193,706,18022.75,25.527974504249293,53.22049830930019,31.95766476962378,0.05383754822098348,Queensbridge/Ravenswood,Queens
194,93,5606.87,60.288924731182796,181.02482560136838,61.67264829626523,0.1437361869851462,Randalls Island,Manhattan
195,654,34563.71,52.84970948012232,60.973627577455126,18.446764798167486,0.05561534294730132,Red Hook,Brooklyn
196,476,16444.01,34.54623949579832,51.43621063058693,14.395123160374192,0.02343735325721833,Rego Park,Queens
197,1609,56291.62,34.985469235550035,110.84011617807079,11.227396640764333,0.016488295581293836,Richmond Hill,Queens
198,569,16258.7,28.574165202108965,22.669846150477298,14.949441263273888,0.01164151693392798,Ridgewood,Queens
199,1,84.47,84.47,4.022906227630637,2.517298973991887,0.2505338078291815,Rikers Island,Bronx
200,130,5151.77,39.629000000000005,4.271405909159197,4.088564191971705,0.014568335468877387,Riverdale/North Riverdale/Fieldston,Bronx
201,121,6048.89,49.99082644628099,88.207967689032,5.000352170681433,0.006876031993274076,Rockaway Park,Queens
202,168,6088.58,36.241547619047616,82.22401810108947,33.177241192033755,0.03953779352716748,Roosevelt Island,Manhattan
203,235,10382.21,44.17961702127659,8.28438512826922,6.391983185526083,0.014346842602580975,Rosedale,Queens
